Student_ID,GPA,SAT_Score,ACT_Score,Family_Size,Income_Level,Marital_Status,Support_Center_Utilization,Retention_Rate,Graduation_Rate,Life_Event,Institution_Type,Graduation_Age,Major,Study_Hours_Per_Week,Student_Loan_Amount,Campus_Engagement,First_Gen_Student,Enrollment_Status,Distance_From_Home,Work_Hours_Per_Week
9225,2,875,19,1,Low,Divorced,0.32,0.56,0.6,None,Public,22.7,Business,12.4,2714.64,Low,FALSE,Full-Time,5.2,9.9
9226,2.91,1127,25,3,High,Single,0.22,0.8,0.83,Family Issues,Private,22.6,Business,25.3,21322.26,Medium,TRUE,Full-Time,15.9,10.4
9227,2.51,1026,23,1,Low,Single,0.19,0.76,0.8,None,Public,22.9,Education,12.5,23814.06,Low,FALSE,Full-Time,86,3.2
9228,2.19,1005,22,1,Low,Single,0.55,0.5,0.46,None,Public,23.2,STEM,16.4,33588.65,High,FALSE,Full-Time,47.7,8.9
9229,2.3,834,18,2,Middle,Single,0.22,0.5,0.45,None,Public,22.2,Education,18.1,17371.55,Medium,TRUE,Full-Time,58.3,6.8
9230,2.59,1102,24,4,Low,Single,0.29,0.73,0.72,None,Public,22.9,Business,13.6,13488.13,Medium,FALSE,Full-Time,91,16.7
9231,2.28,1092,24,1,High,Married,0.25,0.5,0.4,None,Private,22.2,Business,15.6,18794.38,Low,TRUE,Full-Time,27,8.8
9232,2.83,1198,26,1,Middle,Single,0.26,0.68,0.68,None,Private,22.6,STEM,13.2,18017.17,Medium,FALSE,Full-Time,5.7,10.6
9233,2.54,1110,24,1,Low,Single,0.27,0.63,0.59,Health Issues,Public,23,STEM,11.5,21380.18,Low,TRUE,Full-Time,48.5,4
9234,3.01,1080,24,1,Low,Single,0.19,0.62,0.64,None,Private,22.4,Education,15.4,497.31,Low,TRUE,Full-Time,51.7,12.8
9235,3.24,1276,28,2,High,Divorced,0,0.77,0.76,None,Public,22,Health Sciences,13,12607.61,High,TRUE,Full-Time,65.8,12.9
9236,2.67,903,20,7,High,Married,0.32,0.76,0.71,None,Public,22.3,Arts,11.5,17085.35,Medium,TRUE,Part-Time,77.4,0
9237,2.75,1180,26,2,High,Single,0.24,0.76,0.83,None,Public,22,STEM,13.7,30385.47,Medium,TRUE,Full-Time,66.7,11.6
9238,2.39,849,19,1,Low,Single,0.09,0.71,0.71,Family Issues,Public,22,Business,11,32323.63,Medium,FALSE,Full-Time,95.6,11.3
9239,3.29,974,21,3,Middle,Single,0.11,0.92,0.97,Health Issues,Public,23.1,STEM,21,23049.85,Medium,TRUE,Full-Time,108.3,11.2
9240,2.4,918,20,1,Low,Single,0.01,0.64,0.65,Family Issues,Private,22.8,Education,19.4,15021.29,High,FALSE,Full-Time,43.4,11.6
9241,3.3,1217,27,1,Low,Single,0.44,0.86,0.88,Health Issues,Public,22.1,Arts,19.3,23947.76,High,FALSE,Full-Time,32.8,2.6
9242,2.93,1090,24,2,Middle,Single,0.15,0.76,0.69,None,Private,22,Health Sciences,13.5,31526.42,Low,FALSE,Full-Time,68.5,11.9
9243,2.32,1097,24,1,Middle,Single,0.28,0.52,0.58,Financial Problems,Public,22,Education,9.1,8770.81,Low,FALSE,Full-Time,57.5,10.1
9244,2.51,933,21,1,Low,Single,0.38,0.52,0.57,None,Public,22.1,Education,19.4,15155.88,High,FALSE,Part-Time,48.2,8.3
9245,2.73,1055,23,1,Middle,Single,0.3,0.61,0.61,Family Issues,Public,23.1,Business,6.4,11434.15,Low,TRUE,Full-Time,145.2,11.5
9246,2.39,985,22,4,High,Married,0.44,0.56,0.58,Family Issues,Public,22.4,Business,21.5,37303.08,High,FALSE,Full-Time,79,12.5
9247,2.63,1157,26,1,Low,Married,0.1,0.59,0.64,Health Issues,Public,23.6,STEM,24.8,14767.43,Medium,FALSE,Full-Time,21.9,18.8
9248,2.59,951,21,2,Middle,Single,0.44,0.69,0.67,Health Issues,Public,22.5,Health Sciences,20.2,0,High,TRUE,Full-Time,81.6,6
9249,2.96,1299,29,1,Middle,Single,0.1,0.76,0.68,Family Issues,Public,22.2,STEM,15,24374.77,Medium,FALSE,Full-Time,32.7,13
9250,2.76,848,19,1,High,Divorced,0.33,0.72,0.7,None,Public,23,STEM,9,30312.49,Medium,FALSE,Full-Time,86.8,14.5
9251,2.48,979,22,2,Middle,Single,0.27,0.66,0.66,None,Private,22,Business,13.1,1124.78,High,FALSE,Full-Time,59.6,20.8
9252,3.01,1351,30,4,Middle,Single,0,0.87,0.87,None,Public,22.6,Arts,13,25792.27,Medium,FALSE,Full-Time,23,0
9253,2.43,1034,23,1,Middle,Single,0.46,0.61,0.67,None,Public,22,STEM,16.7,4379.87,High,FALSE,Full-Time,0,14.9
9254,2.17,902,20,3,Middle,Married,0.75,0.64,0.6,None,Private,22,Business,16,18355.14,Low,FALSE,Full-Time,82.7,3
9255,3.56,1132,25,1,Middle,Single,0.43,0.94,0.9,Health Issues,Private,22.4,STEM,22.8,29500.78,Medium,TRUE,Full-Time,72.8,12
9256,2.31,1028,23,1,Low,Single,0.29,0.69,0.64,Health Issues,Public,22.9,Education,13.2,28398.59,Medium,FALSE,Part-Time,25.2,8.1
9257,2.4,974,21,1,Middle,Single,0.03,0.76,0.78,None,Public,22.6,Business,20,32699.14,Low,FALSE,Full-Time,59.8,13.6
9258,2.18,935,21,2,High,Single,0.43,0.6,0.53,None,Private,22.5,Education,16,14671.75,Low,FALSE,Part-Time,51.2,17.9
9259,3.94,1515,34,4,Middle,Single,0.3,0.99,1,Financial Problems,Public,22,STEM,14.3,21264.42,High,FALSE,Full-Time,38.3,5.2
9260,2.5,1062,23,1,High,Single,0.7,0.63,0.59,Health Issues,Public,22.4,Business,16.1,21418.87,Low,FALSE,Full-Time,66.2,7.3
9261,2,811,18,2,Low,Single,0.24,0.5,0.46,None,Public,22.4,STEM,18.4,11123.84,Medium,FALSE,Full-Time,113,12.2
9262,3.25,1324,29,4,Middle,Married,0,0.76,0.85,None,Private,22.8,Business,6.8,17770.65,Low,FALSE,Part-Time,119.5,5.8
9263,2.89,1191,26,1,Low,Married,0,0.81,0.87,None,Private,22,Business,9.2,19732.07,Low,FALSE,Full-Time,59.7,6.9
9264,2.28,985,22,1,Low,Married,0.45,0.5,0.51,Health Issues,Private,22.9,STEM,9.1,29843.1,Low,FALSE,Part-Time,39,10.9
9265,2.24,960,21,1,Middle,Single,0.2,0.72,0.66,Family Issues,Private,22.2,Education,16.9,22526.14,Medium,FALSE,Part-Time,23.4,0.7
9266,3.36,1201,27,1,High,Single,0.02,0.82,0.93,None,Public,22.4,Health Sciences,17.9,29659.59,Low,FALSE,Part-Time,37.8,6.9
9267,2.56,1062,23,3,Low,Single,0.22,0.93,0.92,None,Public,22.8,Education,9.6,27992.76,Low,FALSE,Part-Time,39.1,9.6
9268,2,811,18,3,High,Single,0.22,0.5,0.51,None,Public,22,Education,17.6,2095.79,Medium,TRUE,Full-Time,51.5,9.8
9269,3.28,1368,30,3,High,Single,0,0.85,0.89,Family Issues,Public,22.9,Arts,13.7,21191.12,Medium,FALSE,Full-Time,62.5,13.2
9270,2.6,1034,23,1,High,Married,0.59,0.62,0.52,None,Private,22,Business,15.1,24465.94,Low,FALSE,Full-Time,50.7,10.2
9271,2.91,1324,29,1,Low,Married,0.62,0.65,0.62,Family Issues,Public,22.8,Health Sciences,18,22949.88,High,TRUE,Full-Time,43.2,11.6
9272,3.72,1291,29,3,Middle,Single,0.22,1,1,None,Public,22.4,Arts,12.1,22540.17,Low,TRUE,Full-Time,26.9,6.2
9273,2.63,949,21,4,Low,Single,0.31,0.55,0.55,None,Public,22.4,Health Sciences,18.1,9079.81,Low,FALSE,Full-Time,17.4,7.6
9274,3.57,1254,28,2,Low,Single,0.22,0.82,0.76,Family Issues,Public,22,Business,25.2,16544.01,High,FALSE,Full-Time,40.6,15.3
9275,2.62,1002,22,1,Low,Single,0.56,0.71,0.73,None,Public,22.2,Business,14,25974.4,Medium,TRUE,Full-Time,21.9,5.5
9276,2,819,18,1,High,Single,0.63,0.57,0.58,None,Public,22.4,STEM,20.9,21242.97,Low,FALSE,Part-Time,44.7,3.7
9277,3.05,1036,23,4,Middle,Married,0.33,0.62,0.71,Family Issues,Private,23.3,Business,18.9,35468.24,Low,FALSE,Full-Time,63.5,13.9
9278,2.64,1159,26,1,Low,Single,0.59,0.72,0.77,Health Issues,Public,22.5,Business,12.5,34220.13,Medium,FALSE,Full-Time,56.1,8.6
9279,2.34,1030,23,1,High,Married,0.61,0.6,0.58,Health Issues,Public,22.2,Business,19,31100.71,Low,FALSE,Full-Time,61,7
9280,2.68,1053,23,2,Low,Single,0.21,0.58,0.57,None,Private,22.9,Business,12.8,24408.36,Medium,FALSE,Full-Time,48,10.7
9281,3.59,1271,28,1,High,Single,0.2,0.82,0.87,None,Public,22.2,Health Sciences,20.8,8708.07,High,FALSE,Full-Time,35,14.8
9282,3.11,1115,25,1,Low,Single,0.52,0.57,0.59,None,Public,23,Arts,22.3,8856.76,Medium,FALSE,Full-Time,51.8,3.8
9283,2.71,973,21,1,Middle,Single,0.41,0.85,0.78,None,Public,22.6,Education,14.8,11505.34,Medium,FALSE,Full-Time,81.1,2.1
9284,2.92,1205,27,4,Middle,Single,0.25,0.83,0.94,None,Private,22.1,STEM,10.9,12838.85,Low,FALSE,Full-Time,77.6,8.1
9285,2.73,1129,25,1,Middle,Married,0.53,0.55,0.5,None,Private,23,Arts,18.3,31481.69,Medium,FALSE,Part-Time,84.9,7.1
9286,2.1,800,18,4,Middle,Married,0.89,0.61,0.73,None,Private,22.8,Arts,14,19209.05,High,FALSE,Full-Time,39.3,14.1
9287,2.87,1164,26,1,Low,Single,0.24,0.66,0.68,Family Issues,Public,22.9,STEM,15.1,31175.99,Low,TRUE,Full-Time,39.2,13.4
9288,3.16,1158,26,3,Low,Single,0.43,0.88,0.85,Health Issues,Private,22.4,STEM,14.4,23220.66,Low,FALSE,Part-Time,67.1,5.2
9289,3.01,1103,24,4,High,Single,0.18,0.7,0.58,Family Issues,Public,22.8,Arts,21.5,10121.03,Low,TRUE,Part-Time,60.5,7.3
9290,3.26,1233,27,2,Middle,Single,0.41,0.78,0.82,Health Issues,Public,23.5,Arts,13.1,29916.21,High,FALSE,Full-Time,62.1,13.5
9291,2,999,22,3,High,Single,0.45,0.5,0.42,Family Issues,Public,22.6,Health Sciences,14.3,22498.69,Low,TRUE,Part-Time,0,10.7
9292,2.91,1150,25,1,Middle,Single,0.07,0.66,0.68,Health Issues,Private,22.3,STEM,21.3,39342.17,Medium,FALSE,Full-Time,12.7,4.1
9293,2.13,864,19,1,Middle,Married,0.48,0.67,0.77,None,Public,23.3,Business,12.9,23207.59,Low,TRUE,Full-Time,48.1,14.6
9294,2.95,1161,26,2,High,Single,0.34,0.83,0.77,Health Issues,Public,22.8,STEM,12.6,7922.97,High,TRUE,Full-Time,60.2,9
9295,3.26,1392,31,4,Middle,Single,0.27,0.83,0.86,Family Issues,Public,22.3,Education,19,19664.45,Low,FALSE,Part-Time,74.8,15.2
9296,2,950,21,2,Middle,Married,0.84,0.6,0.56,Family Issues,Private,23.4,STEM,17.8,10283.63,Low,FALSE,Full-Time,3,4.8
9297,2.6,986,22,1,High,Single,0.48,0.5,0.56,None,Private,22,Health Sciences,8,5777.27,Medium,FALSE,Full-Time,59.1,10.4
9298,2.38,993,22,1,Low,Married,0.04,0.5,0.5,Financial Problems,Public,22.8,Health Sciences,8,5983,Low,FALSE,Full-Time,77.8,12.6
9299,2.97,1119,25,4,High,Married,0.43,0.79,0.79,Family Issues,Public,23.1,STEM,17.4,25615.58,Medium,FALSE,Full-Time,54.8,9.8
9300,2.15,940,21,1,Low,Divorced,0.86,0.61,0.67,None,Private,23,STEM,10,20197.96,Low,FALSE,Full-Time,56.2,2.1
9301,3.33,1163,26,1,Middle,Single,0.58,0.86,0.89,Family Issues,Public,22.1,Business,16.8,0,High,FALSE,Full-Time,57.2,12.7
9302,3.37,1227,27,1,High,Married,0.55,0.65,0.61,None,Public,22,Health Sciences,11.6,13320.96,Medium,TRUE,Full-Time,60.1,15.8
9303,3.04,1180,26,1,Middle,Single,0,0.65,0.74,None,Private,22.6,STEM,21.2,33496.41,High,FALSE,Full-Time,31.9,8.5
9304,2.02,834,18,1,Low,Divorced,0.37,0.55,0.47,None,Public,22.9,Business,17,22859.79,Low,FALSE,Part-Time,54.1,10.1
9305,3.38,1249,28,3,Low,Single,0.2,1,1,None,Public,22,Education,8.4,2764.04,High,FALSE,Full-Time,36,14.3
9306,3.22,1240,27,3,Middle,Single,0.36,0.93,0.89,Financial Problems,Public,22.7,Education,17.2,12615.35,High,FALSE,Full-Time,45.7,12.8
9307,3.13,1224,27,2,Middle,Divorced,0.63,0.94,0.87,Family Issues,Public,22,Business,19.3,27014.43,Low,TRUE,Part-Time,61.2,12.4
9308,3.2,1155,26,2,Middle,Single,0.49,0.83,0.78,None,Public,23,Health Sciences,15.8,13372.44,Medium,TRUE,Full-Time,18.7,3.8
9309,3.26,1133,25,2,Middle,Single,0.2,0.85,0.85,None,Public,22.2,Business,12.3,19683.74,High,TRUE,Part-Time,52.7,13.7
9310,2.76,1254,28,1,High,Divorced,0.47,0.59,0.6,Financial Problems,Public,22.4,Arts,17.4,10971.61,High,FALSE,Full-Time,61.5,17
9311,3.16,1388,31,2,Low,Married,0.6,0.88,0.94,None,Public,22.9,Arts,18.6,34486.54,Medium,FALSE,Full-Time,77.8,6.2
9312,2.16,957,21,7,Low,Single,0.61,0.53,0.61,None,Private,22.9,Education,17.7,6169.73,Medium,FALSE,Full-Time,0,13.5
9313,2.7,1261,28,1,Low,Single,0.28,0.75,0.76,None,Public,22.7,Business,14.6,0,Medium,FALSE,Full-Time,20.3,17.6
9314,2.7,1087,24,6,Low,Single,0.46,0.68,0.66,None,Public,23,Business,19.7,25750.27,High,FALSE,Full-Time,55.1,3.5
9315,2.88,1080,24,7,Middle,Married,0.69,0.75,0.8,None,Public,22.7,Business,8.7,19227.2,Medium,FALSE,Full-Time,105.4,5.8
9316,2.17,869,19,1,Low,Married,0.45,0.53,0.5,None,Public,23.2,STEM,8.6,40122.42,Medium,FALSE,Part-Time,72.7,14.3
9317,2.48,1057,23,4,Middle,Single,0.65,0.64,0.56,None,Public,22,Education,13.6,26128.24,Low,FALSE,Full-Time,24.3,12.5
9318,2.71,950,21,2,Low,Single,0.19,0.78,0.83,None,Private,22.5,Education,23.7,22596.95,Low,FALSE,Part-Time,50.5,6.3
9319,2.62,1030,23,2,Middle,Single,0.16,0.53,0.59,None,Private,22.5,Education,23.4,20365.84,Low,FALSE,Full-Time,47.3,15
9320,2.44,935,21,1,Middle,Single,0.34,0.5,0.46,Health Issues,Public,22.4,Education,22,15382.44,Medium,FALSE,Full-Time,0,10.3
9321,2.93,1032,23,2,High,Single,0.73,0.77,0.87,Family Issues,Public,22.7,Arts,15.2,11788.62,Low,FALSE,Full-Time,29.9,15.4
9322,2.56,1039,23,3,Middle,Single,0.23,0.78,0.81,Family Issues,Private,22.6,Arts,6.4,13691.81,Low,FALSE,Full-Time,0,4.5
9323,3.4,1114,25,1,Middle,Single,0.43,1,1,Family Issues,Public,22.9,Arts,17.5,28311.16,Medium,TRUE,Full-Time,67.8,9.1
9324,2.01,857,19,2,Low,Single,0.66,0.5,0.47,None,Public,22,STEM,12,14284.77,Medium,FALSE,Full-Time,135.5,14.1
9325,2.81,883,19,2,Low,Married,0.32,0.66,0.71,None,Public,23.6,Business,18.8,32687.11,Low,FALSE,Full-Time,35.6,11.6
9326,2.59,1154,25,1,Low,Married,0,0.5,0.42,None,Public,22.3,STEM,17.2,25947.11,Low,FALSE,Full-Time,38.3,7.5
9327,2.61,980,22,4,High,Single,0.49,0.6,0.58,None,Private,22.6,Business,25.3,2512.64,Medium,FALSE,Full-Time,36.5,7.2
9328,2.96,1261,28,5,High,Single,0.28,0.85,0.82,None,Public,22.4,STEM,24.3,19987.2,Low,TRUE,Full-Time,16.4,9.6
9329,3.17,1133,25,2,Low,Married,0.08,0.79,0.73,None,Public,22.5,STEM,11.5,5188.88,Low,FALSE,Full-Time,79,10.4
9330,2.83,1191,26,1,High,Single,0.48,0.67,0.71,Family Issues,Private,22.2,Education,15.7,18347.5,Low,FALSE,Full-Time,87.3,0
9331,3.37,1311,29,4,Middle,Single,0.01,0.9,0.91,Health Issues,Public,22.6,Education,13.8,24224.35,Medium,FALSE,Full-Time,16,14.6
9332,2.44,1053,23,3,High,Married,0.37,0.53,0.57,Health Issues,Public,22.8,Business,12.7,10646.26,Low,FALSE,Part-Time,60.9,9.9
9333,2.82,1013,22,1,Middle,Single,0.43,0.86,0.85,None,Public,22,STEM,15.2,27922.91,Medium,FALSE,Part-Time,68.2,9.6
9334,2.88,1230,27,2,Low,Single,0.48,0.72,0.77,None,Public,22.3,Health Sciences,6.1,0,Low,TRUE,Full-Time,68.6,6.2
9335,3.45,1176,26,1,Low,Single,0.39,0.82,0.83,None,Private,22.3,STEM,12,10039.9,Medium,FALSE,Full-Time,69.7,5
9336,2.38,1071,24,1,Middle,Single,0.52,0.65,0.63,Financial Problems,Public,23.7,Business,20.6,30797.22,High,FALSE,Full-Time,58.9,16.2
9337,2.87,1308,29,1,Middle,Single,0.13,0.81,0.78,Health Issues,Public,22.9,STEM,0,22905.98,High,FALSE,Part-Time,54.1,11.7
9338,2.96,1068,24,1,High,Single,0.09,0.9,0.8,None,Public,23.3,STEM,7.1,12639.09,Medium,FALSE,Full-Time,37.5,10.6
9339,2.58,1104,24,4,Middle,Single,0.07,0.63,0.68,None,Public,22.8,Arts,20.8,16541.13,High,FALSE,Full-Time,52.5,10
9340,2.76,1103,24,1,Middle,Single,0.14,0.8,0.85,None,Public,22.5,STEM,21.7,27548.95,Medium,TRUE,Full-Time,89.1,11.1
9341,2.3,959,21,2,Middle,Single,0.3,0.59,0.73,Family Issues,Private,22.7,Business,8.5,13686.94,Low,TRUE,Full-Time,101.5,13.6
9342,2.39,1111,25,5,Low,Single,0.36,0.54,0.52,None,Public,23.1,Arts,20.8,17095.29,Medium,FALSE,Full-Time,25.1,16
9343,3.25,1309,29,2,High,Married,0.29,0.73,0.7,None,Public,23.4,Business,20,22945.13,Medium,FALSE,Full-Time,79.9,1.3
9344,3.3,1166,26,3,Low,Married,0.13,0.71,0.63,None,Public,22.7,Arts,16.1,30385.84,Low,FALSE,Full-Time,85.3,13.4
9345,3.06,1104,24,4,Middle,Married,0.25,0.69,0.74,None,Public,22.2,STEM,13.9,18926.96,High,TRUE,Full-Time,60.9,8.4
9346,2.76,1075,24,3,Low,Single,0.07,0.8,0.84,Health Issues,Private,23,Arts,19.5,14083.55,High,FALSE,Full-Time,53,5.7
9347,3.21,1149,25,2,Low,Single,0.2,0.87,0.95,Health Issues,Public,22.1,Arts,14,21773.03,Medium,FALSE,Full-Time,23,5.9
9348,2.71,1212,27,1,Middle,Divorced,0.54,0.55,0.51,None,Public,22.7,Arts,16,26042.39,High,TRUE,Part-Time,85,18
9349,2.88,1191,26,2,Middle,Married,0.49,0.55,0.58,None,Private,22.8,Business,19.9,35795.59,High,FALSE,Full-Time,30.8,10.3
9350,2.74,1050,23,2,Low,Married,0.1,0.57,0.55,Health Issues,Public,22.4,Health Sciences,12.1,30124.19,Medium,FALSE,Full-Time,78.7,8.5
9351,2.83,1148,25,2,Middle,Single,0.3,0.63,0.7,None,Public,22,Arts,13.3,8320.93,Medium,FALSE,Part-Time,77.9,2.4
9352,2.86,1171,26,2,Low,Single,0.24,0.68,0.71,None,Public,22.3,STEM,22.2,15200.52,High,TRUE,Full-Time,18.5,7.3
9353,2.01,948,21,4,High,Single,0.29,0.62,0.54,Health Issues,Private,22.3,Health Sciences,9.7,13483.59,Medium,FALSE,Full-Time,50,16.5
9354,2.19,1125,25,4,Middle,Single,0.38,0.5,0.49,None,Public,22,Arts,18.9,19959.76,Low,FALSE,Full-Time,29.5,4.7
9355,2.25,800,18,1,Low,Single,0.52,0.73,0.63,None,Private,22.3,Arts,15.8,25600.27,Medium,FALSE,Part-Time,99.3,9.5
9356,3,1172,26,2,Low,Single,0.12,0.58,0.52,None,Public,22,Business,17.8,23501.83,Medium,FALSE,Full-Time,53.1,7.9
9357,3.27,1199,26,5,Low,Single,0.38,0.78,0.73,Financial Problems,Public,22.8,Business,15.9,6074.48,Low,FALSE,Full-Time,81.4,11
9358,2.9,1212,27,2,Low,Married,0.41,0.8,0.77,Health Issues,Public,22.7,Education,11.6,40342.4,High,FALSE,Part-Time,92.7,8
9359,2.39,1040,23,3,Middle,Single,0.42,0.68,0.67,None,Public,22.6,Health Sciences,5.7,5879.73,Low,FALSE,Full-Time,34.1,6.8
9360,2.87,1146,25,1,Low,Married,0.27,0.68,0.69,None,Public,22.3,Health Sciences,8.1,19277.02,High,FALSE,Full-Time,0,11.8
9361,3.54,1313,29,1,Middle,Single,0.31,0.99,0.99,Health Issues,Public,22.4,Health Sciences,12.9,32355.74,Medium,TRUE,Full-Time,0.5,7.7
9362,3.21,1312,29,1,Low,Single,0,0.88,0.88,None,Public,22.1,Arts,19.3,15026.21,Medium,FALSE,Full-Time,95.4,17.6
9363,2.98,1095,24,1,Middle,Single,0.39,0.68,0.69,None,Public,22.8,STEM,17,6478.42,Low,FALSE,Full-Time,19,5.8
9364,2.5,1120,25,4,Middle,Married,0.43,0.66,0.59,None,Public,22,Arts,20.5,20093.76,High,FALSE,Part-Time,50.7,15.3
9365,3.12,1266,28,1,Middle,Single,0.26,0.85,0.85,None,Private,22.5,STEM,17.7,23771.47,Low,TRUE,Part-Time,69.5,9.6
9366,2.17,874,19,1,High,Married,0.31,0.5,0.57,None,Private,22.2,Arts,14.9,29106.73,High,FALSE,Full-Time,76,11.1
9367,3,1051,23,3,Low,Married,0.45,0.92,0.91,Health Issues,Public,23.4,Business,20.9,24002.34,Low,FALSE,Full-Time,5.2,12
9368,3.31,1300,29,2,Low,Single,0.05,0.74,0.77,None,Public,22.8,Arts,16.5,20840.26,High,FALSE,Part-Time,12.2,3.6
9369,3.64,1246,28,1,High,Single,0.27,0.92,0.94,None,Public,22.5,Arts,20.9,24207.62,High,FALSE,Full-Time,109.2,15.7
9370,2.48,1155,25,4,Low,Single,0.43,0.5,0.54,None,Private,22,Health Sciences,16.1,22526.7,Low,FALSE,Full-Time,103.1,10.4
9371,2.22,874,19,3,High,Single,0.7,0.57,0.58,None,Public,22,Education,10.6,12572.61,Medium,FALSE,Full-Time,90.8,11.8
9372,2.79,1092,24,5,Low,Married,0.48,0.59,0.63,None,Public,22.8,STEM,17.3,15047.57,High,TRUE,Full-Time,107.1,16.6
9373,2.71,1011,22,2,Middle,Married,0.48,0.65,0.67,Family Issues,Public,23.4,STEM,14.8,3494.69,Low,FALSE,Full-Time,21,10.3
9374,2.63,1149,25,2,Middle,Married,0.03,0.5,0.53,Financial Problems,Public,22.7,Health Sciences,9.9,16768.17,Low,TRUE,Part-Time,33.5,10
9375,2.95,978,22,1,High,Married,0.11,0.82,0.84,Family Issues,Private,22.6,Education,23.1,15145.73,High,FALSE,Full-Time,35.1,13.1
9376,2.37,946,21,1,Middle,Married,0.14,0.63,0.58,None,Public,22.6,STEM,15.1,7893.28,Low,FALSE,Part-Time,65.6,7.2
9377,2,800,18,1,Low,Married,0.37,0.61,0.55,None,Private,22.6,Arts,14.2,13767.59,Low,FALSE,Full-Time,50,10
9378,3.2,1283,28,2,Middle,Married,0.27,0.77,0.75,None,Private,22.6,Arts,11.2,8606.86,Low,FALSE,Full-Time,68.7,0
9379,2.51,1040,23,1,Low,Single,0.29,0.74,0.82,None,Public,22.2,Education,10.1,12203.71,Medium,TRUE,Full-Time,68.3,5.9
9380,3.64,1123,25,4,Low,Single,0.18,0.91,0.91,None,Private,22,Education,15.5,19933.39,Low,FALSE,Full-Time,42.9,7.3
9381,3.06,1099,24,3,Low,Single,0.04,0.78,0.79,None,Public,22.6,Arts,21.3,17567.71,Medium,TRUE,Full-Time,61.1,11.5
9382,2.36,939,21,1,Low,Married,0.45,0.8,0.7,None,Private,23.2,Education,19.1,21221.88,Medium,FALSE,Full-Time,0,7.4
9383,2.24,911,20,1,Middle,Single,0.2,0.51,0.52,None,Private,22.9,Arts,11.9,19336.3,Medium,FALSE,Part-Time,69.2,15.1
9384,2.66,949,21,3,High,Single,0.19,0.79,0.79,Family Issues,Public,22,STEM,16,22268.76,High,FALSE,Full-Time,73.2,19
9385,2.78,991,22,3,Middle,Single,0.5,0.74,0.61,None,Public,22.4,Arts,29.1,9347.57,Low,FALSE,Part-Time,41.9,8.6
9386,2.01,1154,25,3,Middle,Single,0.84,0.5,0.51,None,Public,22.9,Business,12.8,9051.76,High,FALSE,Full-Time,74.3,9.6
9387,2.64,980,22,2,Middle,Divorced,0.49,0.53,0.45,Health Issues,Public,23.3,Health Sciences,15.6,13190.63,Medium,FALSE,Full-Time,40.8,7.6
9388,3.41,1361,30,1,High,Married,0.06,0.75,0.71,None,Private,23.4,Education,19.4,14550.49,Low,TRUE,Full-Time,8.6,2.2
9389,2.74,1254,28,3,Low,Single,0.33,0.8,0.85,None,Public,22.4,Business,13.3,18505.28,High,FALSE,Part-Time,16,12.3
9390,3.32,1221,27,3,Middle,Married,0.27,1,1,None,Public,22.9,Health Sciences,6.9,32723.92,Low,TRUE,Full-Time,76.1,23.4
9391,3.38,1082,24,3,Low,Single,0.18,0.85,0.83,None,Public,22.6,STEM,25,19646.96,Medium,TRUE,Full-Time,21.7,6
9392,3.48,1327,29,1,Middle,Married,0.07,0.89,0.86,None,Private,22.4,Business,14.2,13800.04,Low,FALSE,Full-Time,65.2,8.4
9393,3,1067,24,2,Low,Married,0.14,0.83,0.81,None,Public,22.5,STEM,20,31046.67,Low,TRUE,Part-Time,50.5,12.1
9394,3.28,1095,24,5,Low,Single,0.02,0.83,0.84,None,Private,22.5,Arts,12.8,23369.38,High,FALSE,Full-Time,54.9,6.8
9395,2.56,1125,25,1,Low,Married,0.09,0.75,0.69,None,Public,23.1,Arts,26.6,12247.87,Medium,FALSE,Full-Time,88.9,14.7
9396,2.46,1205,27,3,High,Married,0.13,0.64,0.7,None,Public,22,Arts,24,42064.38,Medium,FALSE,Part-Time,113.8,6.8
9397,3.19,1195,26,1,Low,Single,0.51,0.81,0.75,None,Private,22.7,STEM,13.9,17809.2,Medium,TRUE,Full-Time,103,5.5
9398,2.5,1028,23,1,Middle,Single,0.18,0.55,0.47,None,Public,23.3,Business,15.7,35732.92,Medium,FALSE,Full-Time,6.8,13.2
9399,2.14,1020,22,2,High,Single,0.38,0.5,0.55,None,Public,23.2,Business,14.3,26407.01,Medium,TRUE,Full-Time,75.7,21.3
9400,2.97,1195,26,4,Low,Single,0.08,0.5,0.48,Family Issues,Private,22.8,STEM,15.9,3590.54,Medium,FALSE,Full-Time,33.5,8.8
9401,3.24,1207,27,1,Middle,Single,0.11,0.93,0.94,Financial Problems,Private,22.1,STEM,11.7,0,Medium,FALSE,Full-Time,73.9,16.1
9402,2.56,1040,23,6,Low,Divorced,0.39,0.62,0.66,None,Public,22.9,Health Sciences,13.7,45078.6,Medium,TRUE,Full-Time,23.8,13.8
9403,2,861,19,3,Middle,Married,0.84,0.5,0.46,None,Public,23.2,Education,4.6,24134.68,Low,FALSE,Part-Time,0,2.8
9404,2.61,1068,24,1,High,Single,0.65,0.5,0.51,None,Private,22.2,STEM,13.1,16309.58,High,FALSE,Full-Time,77.3,14.6
9405,2.98,1193,26,1,Low,Single,0.1,0.68,0.71,Family Issues,Public,22.7,Health Sciences,12.1,22423.32,Low,FALSE,Full-Time,61.4,21.3
9406,2.85,1370,30,2,Low,Married,0.35,0.63,0.72,None,Public,22.4,Business,12.4,23193.85,Low,FALSE,Full-Time,31.4,11.5
